GENDER,MARRITAL_STATUS,BVN,MEANS_OF_IDENTIFICATION,EMAIL_ADDRESS,TYPE_OF_LOAN,MONTHLY_INCOME_TOTAL,LOAN_AMOUNT,OUTSTANDING_LOAN_BALANCE,COUNT_OF_CHILDREN,YEAR_OF_BIRTH,YEARS_IN_PRESENT_EMPLOYMENT,OCCUPATION_TYPE,EMPLOYMENT_TYPE,OWN_A_CAR,OWN_A_HOUSE,EDUCATIONAL_QUALIFICATION,HOUSE_TYPE,APARTMENT_TYPE,ACCOMODATION_TYPE,LIVING_REGION_CONDITION,DSTV_OR_GOtv_LASTDAY_RECHARGE,NEPA_LASTDAY_PAY,PHONE_LASTDAY_RECHARGE,TARGET
female,widowed,43265656542,National Driver’s Licence,no,personal home loan,76400,98788,8600,3,1999,above ten years,Driver,permanet,yes,yes,Primary School Leaving Certificate,Penthouse,four rooms,Living with Parents/Friends/Family,very bad,less than three weeks ago,less than six months,less than three weeks ago,1
male,single,65843435409,National ID Card,yes,personal home loan,736000,67787,43200,3,2000,two years,Driver,permanet,yes,yes,Post Graduate,Semi-detached,two rooms,Official Quarters,good,less than six months,less than three weeks ago,less than three weeks ago,0
female,single,93656465765,NIN,yes,joint mortgage,26000,8978,61000,3,1985,four years,Laborer,contract,yes,no,Graduate,Semi-detached,Studio,Rented,very bad,a month ago,a year ago,a month ago,0
female,widowed,74878973745,NIN,yes,secured overdraft,15000,43680,0,0,1964,nine years,Accountant,contract,yes,yes,Diploma,block of flats,five rooms,Rented,good,less than three weeks ago,less than three weeks ago,less than six months,1
female,divorced,87890546845,NIN,yes,automobile loan,70000,99675,0,0,1972,three years,Driver,permanet,yes,yes,Graduate,Mansion,one room,Rented,very good,a month ago,less than three weeks ago,a month ago,1
male,single,21454364645,National Driver’s Licence,yes,secured overdraft,894000,56789,7000,0,1959,nine years,Accountant,permanet,no,yes,Post Graduate,face-me i face-you,five rooms,Official Quarters,bad,a month ago,less than three weeks ago,less than three weeks ago,1
female,widowed,65642343544,NIN,no,personal home loan,60000,45678,9000,4,1988,two years,Driver,contract,yes,yes,Secondary School,Bungalow,three rooms,Rented,good,less than three weeks ago,a month ago,two months ago,0
female,single,63265754754,Valid INEC Voter’s Card,yes,joint mortgage,100000,98769,8600,4,1976,three years,Accountant,permanet,no,yes,Post Graduate,Duplex,five rooms,Living with Parents/Friends/Family,very good,two months ago,three months ago,less than three weeks ago,1
female,divorced,75274645856,National ID Card,yes,secured overdraft,12000,45678,9000,4,2004,eight years,Laborer,contract,yes,no,Diploma,block of flats,Studio,owned,very good,three months ago,less than three weeks ago,two months ago,0
female,single,98765677654,NIN,yes,automobile loan,7000000,23456,6500,4,2007,five years,Driver,permanet,yes,yes,Graduate,Detached,three rooms,Rented,very bad,a month ago,a month ago,two months ago,0
male,single,56787654345,Valid INEC Voter’s Card,no,salary loan,50000,9876,0,4,1963,seven years,Laborer,permanet,yes,yes,Professional,Mansion,five rooms,Living with Parents/Friends/Family,good,less than three weeks ago,two months ago,a month ago,1
female,divorced,65456787657,Int’l Passport,yes,personal home loan,2000,678,0,2,1967,five years,Accountant,permanet,yes,no,Graduate,face-me i face-you,one room,Rented,bad,less than three weeks ago,a month ago,a month ago,0
male,single,56789876545,National ID Card,yes,personal home loan,40000,8765,0,5,1994,six years,Accountant,contract,no,yes,Primary School Leaving Certificate,face-me i face-you,four rooms,Official Quarters,good,less than three weeks ago,less than three weeks ago,a month ago,1
male,widowed,65456787658,Valid INEC Voter’s Card,yes,salary loan,60000,45678,75000,2,1994,two years,Driver,contract,no,yes,Diploma,Terraced,five rooms,Living with Parents/Friends/Family,very good,a month ago,less than three weeks ago,a month ago,0
male,single,76545676876,National Driver’s Licence,yes,joint mortgage,2000,9876,94000,6,1983,above ten years,Driver,permanet,yes,yes,Professional,Bungalow,four rooms,Rented,very bad,less than six months,less than three weeks ago,less than six months,0
female,divorced,89876544545,NIN,no,personal home loan,4999,56787,0,3,1979,above ten years,Laborer,contract,no,yes,Post Graduate,face-me i face-you,one room,Official Quarters,very bad,a month ago,a month ago,less than three weeks ago,1
male,single,67654346587,National ID Card,yes,joint mortgage,10000,876543,0,6,1985,six years,Driver,permanet,yes,yes,Graduate,Penthouse,three rooms,Rented,good,a month ago,a month ago,a year ago,1
female,divorced,87656787656,National Driver’s Licence,yes,automobile loan,30000,6789,0,8,1968,two years,teacher,contract,no,no,Secondary School,face-me i face-you,five rooms,Rented,bad,less than three weeks ago,less than six months,less than three weeks ago,1
male,widowed,76567898876,NIN,yes,secured overdraft,40000,65678,0,3,1984,six years,Driver,contract,no,no,Diploma,block of flats,one room,Living with Parents/Friends/Family,very good,less than three weeks ago,less than three weeks ago,less than three weeks ago,0
male,single,35487579877,National ID Card,yes,personal home loan,1000000,66666,0,7,1964,above ten years,Laborer,permanet,yes,no,Secondary School,Bungalow,Studio,Rented,bad,less than three weeks ago,a month ago,less than three weeks ago,1
female,single,56876756459,Valid INEC Voter’s Card,yes,personal home loan,2000000,9000,8700,4,1972,above ten years,Driver,contract,yes,no,Diploma,face-me i face-you,two rooms,Rented,good,two months ago,a month ago,a month ago,0
male,divorced,68645465796,NIN,yes,joint mortgage,180000,56400,65000,5,1959,four years,Laborer,contract,yes,no,Secondary School,Terraced,five rooms,Official Quarters,very good,a month ago,less than three weeks ago,three months ago,0
male,divorced,86765897647,National Driver’s Licence,no,secured overdraft,220000,34567,0,6,1988,above ten years,teacher,permanet,yes,yes,Graduate,face-me i face-you,five rooms,owned,very good,a year ago,less than three weeks ago,less than three weeks ago,0
female,widowed,57536349776,National Driver’s Licence,yes,joint mortgage,600000,98765,0,4,1976,nine years,Driver,contract,yes,yes,Secondary School,Terraced,three rooms,Living with Parents/Friends/Family,bad,a month ago,less than three weeks ago,a month ago,0
male,single,75465648574,NIN,no,automobile loan,280000,967000,0,2,2004,less than one year,teacher,contract,yes,yes,Primary School Leaving Certificate,Mansion,one room,Rented,good,less than three weeks ago,less than three weeks ago,two months ago,1
female,single,98758937544,National ID Card,yes,personal home loan,300000,96000,0,2,2007,above ten years,Driver,contract,yes,yes,Diploma,Semi-detached,one room,Official Quarters,very bad,less than three weeks ago,a month ago,a month ago,0
female,single,64897698763,NIN,yes,secured overdraft,200000,4600,9000,1,1963,five years,Laborer,contract,no,yes,Professional,Penthouse,five rooms,Rented,very good,two months ago,less than six months,less than three weeks ago,1
female,divorced,57965836385,National ID Card,yes,secured overdraft,108000,9700,8900,1,1978,eight years,Driver,permanet,yes,no,Graduate,Detached,two rooms,Official Quarters,very bad,a month ago,a month ago,less than three weeks ago,1
male,widowed,68876534654,Int’l Passport,yes,personal home loan,60000,24560,0,4,1962,less than one year,teacher,contract,yes,no,Post Graduate,Mansion,Studio,Official Quarters,very good,three months ago,less than three weeks ago,less than three weeks ago,0
female,widowed,88768545598,Valid INEC Voter’s Card,no,joint mortgage,10000,8300,0,3,1967,less than one year,Accountant,permanet,yes,no,Graduate,Bungalow,five rooms,Rented,good,a month ago,two months ago,a month ago,1
female,divorced,87654865854,National ID Card,no,automobile loan,390000,8000,67500,3,1965,seven years,Driver,contract,no,yes,Professional,face-me i face-you,one room,Rented,very good,less than three weeks ago,less than three weeks ago,a month ago,1
female,single,71174822974,NIN,yes,secured overdraft,47000,90900,400,2,2008,three years,Laborer,contract,yes,yes,Primary School Leaving Certificate,face-me i face-you,one room,Rented,very bad,less than six months,a month ago,less than six months,0
female,divorced,71349932551,Int’l Passport,no,joint mortgage,100000,653000,28000,4,2002,two years,Accountant,permanet,yes,yes,Post Graduate,face-me i face-you,five rooms,Rented,very good,a month ago,three months ago,less than three weeks ago,0
male,divorced,71525042128,NIN,yes,joint mortgage,78000,73640,6000,4,1998,above ten years,teacher,permanet,no,no,Diploma,block of flats,four rooms,Official Quarters,good,less than three weeks ago,a month ago,a month ago,1
female,widowed,71700151705,National Driver’s Licence,no,secured overdraft,20000000,382670,500,4,1972,three years,Driver,contract,yes,yes,Graduate,Mansion,four rooms,Living with Parents/Friends/Family,very bad,a month ago,less than three weeks ago,a month ago,1
male,divorced,71875261283,NIN,no,secured overdraft,500000,782345,2000,5,1973,above ten years,teacher,contract,yes,no,Diploma,Penthouse,five rooms,Official Quarters,bad,less than three weeks ago,two months ago,less than three weeks ago,1
male,widowed,72050370860,National ID Card,yes,personal home loan,30000,7876457,80000,4,2006,two years,Driver,permanet,yes,no,Primary School Leaving Certificate,Semi-detached,Studio,owned,very good,less than three weeks ago,less than three weeks ago,less than three weeks ago,0
male,widowed,72133385122,National Driver’s Licence,yes,salary loan,50000,877700,10000,2,2000,above ten years,teacher,contract,yes,yes,Post Graduate,Bungalow,five rooms,Living with Parents/Friends/Family,bad,a year ago,less than three weeks ago,less than three weeks ago,1
female,single,71847009127,NIN,yes,personal home loan,200000,999976,8700,12,2000,three years,Accountant,contract,yes,no,Diploma,face-me i face-you,three rooms,Official Quarters,bad,less than three weeks ago,a month ago,less than three weeks ago,0
male,single,71560633131,Valid INEC Voter’s Card,yes,automobile loan,4800000,3737647,21000,4,2000,above ten years,Driver,contract,no,no,Professional,face-me i face-you,five rooms,Rented,good,a month ago,a month ago,a month ago,0
female,single,71274257136,National Driver’s Licence,yes,joint mortgage,1000000,90883,0,5,1985,nine years,teacher,contract,no,no,Diploma,Terraced,two rooms,Official Quarters,good,a year ago,less than three weeks ago,less than six months,1
male,widowed,70987881141,National ID Card,yes,personal home loan,20000,85340,0,2,1964,seven years,Driver,contract,no,no,Secondary School,face-me i face-you,five rooms,Living with Parents/Friends/Family,very bad,less than three weeks ago,less than three weeks ago,a month ago,0
male,single,70701505145,NIN,yes,secured overdraft,7000000,849483,500,6,1972,above ten years,Accountant,permanet,no,yes,Secondary School,block of flats,five rooms,Official Quarters,very good,a month ago,less than three weeks ago,less than three weeks ago,1
female,widowed,70415129150,NIN,no,automobile loan,100000,9540,6000,3,1959,less than one year,Driver,permanet,no,yes,Diploma,Detached,one room,Living with Parents/Friends/Family,bad,two months ago,less than six months,two months ago,0
male,single,70128753154,Valid INEC Voter’s Card,yes,joint mortgage,700000,655500,0,6,1988,nine years,Driver,permanet,yes,yes,Graduate,Bungalow,one room,Official Quarters,good,a month ago,a month ago,less than six months,0
male,single,69842377159,Valid INEC Voter’s Card,yes,joint mortgage,40000,36640,5000,8,1976,five years,Laborer,contract,yes,yes,Diploma,Duplex,four rooms,Rented,very bad,less than three weeks ago,less than three weeks ago,two months ago,1
female,widowed,69556001163,Int’l Passport,yes,secured overdraft,30000,89000,0,3,2004,less than one year,Accountant,permanet,yes,no,Secondary School,face-me i face-you,five rooms,Rented,good,less than three weeks ago,less than three weeks ago,less than six months,1
male,divorced,69269625168,National ID Card,no,secured overdraft,71000,536000,45000,7,2007,two years,Accountant,contract,yes,yes,Primary School Leaving Certificate,Bungalow,Studio,owned,very good,three months ago,a year ago,three months ago,1
female,divorced,68983249172,NIN,yes,automobile loan,630000,870000,20000,4,1963,three years,Laborer,permanet,yes,yes,Secondary School,Semi-detached,four rooms,Rented,good,less than six months,less than three weeks ago,less than three weeks ago,0
female,single,68696873177,National ID Card,yes,joint mortgage,130000,63000,10000,5,1999,eight years,Driver,contract,no,yes,Diploma,Penthouse,three rooms,Official Quarters,very bad,less than three weeks ago,a month ago,less than three weeks ago,1
female,widowed,68410497181,National ID Card,no,automobile loan,400000,263000,4000,6,1995,less than one year,Driver,permanet,no,yes,Professional,Terraced,Studio,Living with Parents/Friends/Family,good,less than six months,a year ago,less than three weeks ago,0
male,widowed,68124121186,Valid INEC Voter’s Card,yes,personal home loan,19900,58000,4000,4,1993,two years,Laborer,contract,no,yes,Primary School Leaving Certificate,Bungalow,four rooms,Official Quarters,bad,a month ago,a month ago,two months ago,0
female,single,67837745190,National ID Card,yes,joint mortgage,310000,64200,50000,2,1992,four years,Accountant,permanet,yes,yes,Graduate,Detached,three rooms,Rented,good,three months ago,less than three weeks ago,two months ago,0
female,widowed,67551369195,NIN,yes,secured overdraft,19000,575800,15000,2,1999,above ten years,Driver,permanet,yes,no,Post Graduate,block of flats,five rooms,Rented,very good,less than three weeks ago,two months ago,a month ago,0
female,single,67264993199,Valid INEC Voter’s Card,yes,personal home loan,67000,585850,0,1,2000,three years,Accountant,contract,yes,yes,Professional,Bungalow,two rooms,Rented,bad,two months ago,less than three weeks ago,a month ago,0
female,married,66978617204,NIN,yes,secured overdraft,380000,36300,0,1,1985,above ten years,Driver,contract,no,yes,Diploma,Mansion,four rooms,owned,very bad,a month ago,less than three weeks ago,a month ago,1
